customer_id,first_name,last_name,gender,dob,job,street,city,state,zip,lat,long,city_pop
30407675418785,Danielle,Evans,F,1991-10-13,Psychotherapist,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520
4328928491302401,Margaret,Ray,F,1981-05-06,Logistics and distribution manager,927 Cummings Manor Suite 318,Greendale,WI,53129,42.9373,-87.9943,13973
4158945090781624,Justin,Bell,M,1973-10-19,"Scientist, marine",5323 Walker Island,Pittsburgh,PA,15217,40.4308,-79.9205,687276
213161293389774,Catherine,Weber,F,1968-06-24,"Teacher, primary school",74890 Rodriguez Springs Apt. 540,West Henrietta,NY,14586,43.0397,-77.6871,10256
370348764075623,Christopher,Gomez,M,1951-09-03,"Accountant, chartered public finance",950 Dunn Squares,Tickfaw,LA,70466,30.5668,-90.482,8512
4277232699798846,Jennifer,Vance,F,1955-11-10,Illustrator,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475
3540210836308425,Steven,Yoder,M,1992-06-19,Fisheries officer,94975 David Mews Apt. 316,Summerfield,TX,79085,34.7437,-102.5064,53
4467456915153312231,Rita,Myers,F,1966-09-16,Waste management officer,75703 Hernandez Corner Suite 348,Tampa,FL,33620,28.06,-82.4079,717255
6011382886333463,Martin,Duarte,M,1942-05-04,General practice doctor,6251 Payne Flats Apt. 581,Luzerne,MI,48636,44.6001,-84.2931,864
639030014711,Stephen,Lopez,M,1982-08-01,Mechanical engineer,696 Matthew Ford Suite 157,Olmsted,IL,62970,37.1935,-89.0933,639
6501313409525696,Carrie,Lewis,F,1987-05-05,"Merchandiser, retail",28925 Powell Mountains Apt. 762,Pecos,TX,79772,31.4467,-103.5791,12747
3554849923339851,John,Hudson,M,1948-05-01,Cabin crew,886 Nicole Key,Stillwater,OK,74074,36.1043,-97.0609,55345
30290551782700,John,Clarke,M,1961-09-03,Commissioning editor,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422
676173792455,Brittany,Cox,F,1961-04-25,"Civil engineer, contracting",07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043
4514242065619750,Janet,Carpenter,F,1988-09-02,"Pilot, airline",9870 Collins Flat,Laramie,WY,82072,41.4247,-105.4781,35371
3572976568630035,William,Lopez,M,1967-06-20,Associate Professor,785 Kevin Walk Suite 237,Brainard,NE,68626,41.1832,-96.9882,614
2512312531485080,John,Mccormick,M,1956-10-08,"Producer, radio",79414 Clark Lakes Suite 966,Warren,MI,48088,42.5164,-82.9832,134056
36153880429415,Erik,Stevens,M,1949-10-13,Plant breeder/geneticist,84033 Pitts Overpass,Lakeland,FL,33809,28.1762,-81.9591,237282
581508178315,Michael,Vargas,M,1978-08-08,Clothing/textile technologist,933 Martin Rapids,Desdemona,TX,76445,32.2819,-98.5673,407
60427851591,Bradley,Martinez,M,1976-06-30,Politician's assistant,3426 David Divide Suite 717,Burns Flat,OK,73624,35.3492,-99.188,2142
3598304579370089,Vincent,Flowers,M,1985-12-27,Heritage manager,0189 Emily Prairie,Wichita,KS,67232,37.6395,-97.1714,409656
581293083266,William,Thomas,M,1989-10-06,Podiatrist,39227 Mcpherson Shoals,Lahoma,OK,73754,36.385,-98.0727,1078
3538520143479972,Cassandra,Nunez,F,1965-09-15,Insurance underwriter,9572 Austin Forge Suite 612,Clay Center,OH,43408,41.5686,-83.3632,269
378858024506425,Debra,Eaton,F,1935-01-29,Building surveyor,72743 Brian Run,Paradise Valley,AZ,85253,33.5494,-111.9565,17047
4715741951931168360,Robert,Drake,M,1941-03-30,Sub,463 Willie Estates,Burbank,OK,74633,36.6966,-96.7869,471
30343344410970,Jacob,Dawson,M,1962-03-20,"Copywriter, advertising",663 Anna Plaza,Marienville,PA,16239,41.4622,-79.1306,4172
502038091380,Kurt,Peters,M,1980-03-18,"Engineer, agricultural",7290 Ashlee Keys,Kissee Mills,MO,65680,36.6704,-93.0377,1201
4536996888716062123,Nathan,Mendoza,M,1972-07-18,Historic buildings inspector/conservation officer,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408
3560697798177746,Matthew,Young,M,1955-05-06,Learning mentor,8840 Miller Port Suite 645,Indian Wells,CA,92210,33.7163,-116.3381,4677
2252055259910912,Jason,Hernandez,M,1991-08-19,Arts development officer,220 Frank Gardens,Hewitt,WI,54441,44.6437,-90.1031,828
371226440126102,Stacy,Lambert,F,1974-12-24,Race relations officer,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810
630424987505,Jennifer,Black,F,1981-08-29,Forensic psychologist,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836
4149635823017,Samuel,Farrell,M,1977-06-14,Aid worker,428 Michael Tunnel Apt. 377,Cleveland,AL,35049,33.9778,-86.5598,3996
30131826429364,Brianna,Foley,F,1994-04-22,"Designer, industrial/product",57256 Raymond Ports,Knoxville,TN,37932,35.9335,-84.1481,391389
343472729187663,Gloria,Wallace,F,1971-08-05,"Optician, dispensing",234 Bridges Wells Apt. 389,Center Tuftonboro,NH,3816,43.6849,-71.2551,1368
30248898834493,Michael,Rodriguez,M,1953-04-19,Chief Operating Officer,172 Paula Inlet Apt. 650,Cross Plains,TX,76443,32.1482,-99.1872,1897
4379260813815979609,Thomas,Jenkins,M,1974-01-03,Barista,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459
6011652924285713,Kathryn,Smith,F,1988-10-26,Tax inspector,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847
584673555952,Jessica,Jordan,F,1930-08-13,Make,071 Wise Trace,Coleharbor,ND,58531,47.5196,-101.2332,307
4561546772499,Daniel,Briggs,M,1988-08-04,"Therapist, art",7118 Jessica Unions Apt. 789,Moriarty,NM,87035,34.9889,-106.0609,7268
4653178848915023204,Robert,Hall,M,1987-04-29,Clinical psychologist,371 Anthony Trail Suite 354,Glade Spring,VA,24340,36.7779,-81.7676,5657
38295635583927,Candice,Brown,F,1983-06-14,Warden/ranger,9412 Harris Mews,O Brien,TX,79539,33.3749,-99.8473,178
4500002361389,Joseph,Nixon,M,1965-04-07,Music tutor,86882 Desiree Camp Suite 047,Tyaskin,MD,21865,38.2833,-75.8465,470
4874017206859125,Lauren,Williams,F,1982-05-28,Planning and development surveyor,065 Jones Stravenue,Lake Oswego,OR,97034,45.4093,-122.6847,42817
2657850734909997,Alan,Howard,M,1946-11-01,Trading standards officer,04139 Johnson Prairie Suite 401,Detroit,MI,48206,42.3749,-83.1087,673342
4428154703770710,Brittany,Guerra,F,1943-06-30,Chief Marketing Officer,79209 Gary Dale,Colton,WA,99113,46.5901,-117.1692,761
342351256941125,Rebecca,Obrien,F,1990-06-08,Theatre manager,5619 Mendoza Inlet,Juliette,GA,31046,33.1194,-83.8235,3343
675945690716,Ellen,Smith,F,2000-06-09,Podiatrist,285 George Lake,Beaver Falls,PA,15010,40.7687,-80.3592,28425
4890424426862856940,Jeremy,Whitney,M,1979-04-30,Magazine features editor,0371 Aimee Neck Suite 856,Sacramento,CA,95827,38.5662,-121.3286,757530
38014427445058,Sonya,Jensen,F,1946-08-11,Sport and exercise psychologist,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508
4904681492230012,Lisa,Lowe,F,1990-10-19,Comptroller,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722
4440581794652,Karen,Cooper,F,1960-03-01,"Pharmacist, hospital",425 Caleb Point Apt. 050,San Diego,CA,92128,33.0067,-117.069,1241364
4430881574719618,Alicia,Morales,F,1939-11-04,Public relations account executive,4456 Dunn Roads,Meredith,CO,81642,39.3199,-106.6596,61
3587960728692500,Kathy,Hughes,F,1997-01-02,"Teacher, early years/pre",02110 Lucas Freeway Suite 517,Battle Creek,IA,51006,42.3327,-95.6045,1075
4476840372112,Steven,Walters,M,1979-01-21,"Editor, commissioning",3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395
4996263498048679,Kendra,King,F,1983-06-13,Web designer,154 Hernandez Keys,Smith River,CA,95567,41.9404,-124.1587,1930
5154903938030655,Felicia,Combs,F,1993-10-05,Community development worker,825 Martinez Springs Apt. 625,White Sulphur Springs,WV,24986,37.7827,-80.3129,5216
30518196150127,Karen,Sullivan,F,1975-06-02,"Buyer, retail",6313 Scott Trace,Rossville,IL,60963,40.3625,-87.6692,1807
4412720572684931,Richard,Marshall,M,1949-11-17,Psychiatrist,295 Page Creek Suite 181,Greenbush,VA,23357,37.7681,-75.6664,776
4294930380592,Misty,Rivera,F,1940-08-23,Equality and diversity officer,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363
371009169330125,Randall,Burgess,M,2003-09-14,Rural practice surveyor,393 Carroll Route Suite 197,Norman Park,GA,31771,31.2462,-83.6549,5666
4228411452607671,Aaron,Stewart,M,1995-04-22,Advertising account planner,400 Zuniga Pine,Winthrop,ME,4364,44.3229,-69.9576,6025
4908846471916297,Lauren,Torres,F,1992-07-24,"Radiographer, therapeutic",03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875
6011948324228984,Mckenzie,Brooks,F,1961-12-14,"Administrator, local government",3872 Matthew Skyway,Paris,MS,38949,34.1992,-89.382,297
630451534402,Rachel,Daniels,F,1972-06-12,Immunologist,561 Little Plain Apt. 738,Wetmore,MI,49895,46.3535,-86.6345,765
2248348993063230,Jennifer,Scott,F,1960-08-05,Mechanical engineer,376 John Fork Suite 848,Randolph,OH,44265,41.0109,-81.2977,51
2288813824604479,Barbara,Norman,F,1981-08-29,Herbalist,6278 Stephanie Unions,New York City,NY,10039,40.8265,-73.9383,1577385
4292902571056973207,Jeffrey,Smith,M,1995-08-16,"Therapist, horticultural",135 Joseph Mountains,Sula,MT,59871,45.8433,-113.8748,218
6506116513503136,Kimberly,Rice,F,1984-05-04,Sports development officer,63991 Destiny Rue Apt. 651,Tyler,TX,75703,32.2768,-95.3031,144160
4306630852918,Maureen,Garza,F,1960-03-12,Occupational hygienist,169 Edward Inlet,Saint Louis,MO,63131,38.6171,-90.4504,927396
180081032825079,Connie,Carroll,F,1955-04-03,Trading standards officer,872 Justin Views Suite 746,Duncan,MS,38740,34.047,-90.7652,466
180058696935600,Richard,Barnes,M,2000-08-28,Chartered accountant,1339 Johnson Landing Suite 007,De Lancey,NY,13752,42.18899999999999,-74.9229,782
4169759661243568,Jamie,Carr,F,1972-02-15,Special educational needs teacher,55363 Aaron Circle Suite 450,Lawn,PA,17041,40.2236,-76.538,213
4208110975550360171,David,Bonilla,M,1982-01-16,Audiological scientist,82073 Jessica Camp,West Green,GA,31567,31.6143,-82.7243,782
4810839835482794272,Carolyn,Perez,F,1985-08-31,Production manager,433 Blake Roads Suite 967,Wheaton,MO,64874,36.7651,-94.0492,760
6011305591981276,Daniel,Jones,M,1959-06-06,"Engineer, automotive",290 Kathryn Fall,Huntsville,AL,35803,34.6205,-86.551,190178
3518669219150142,Dorothy,Thomas,F,1996-11-12,Hospital doctor,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394
30546453310167,Nicholas,Tran,M,1955-01-13,"Scientist, research (medical)",672 Randall Burg Suite 551,Belmont,NH,3220,43.4512,-71.48899999999999,7430
3585740823295298,James,Greene,M,1998-03-18,"Librarian, public",082 Hernandez Bypass Apt. 886,Quanah,TX,79252,34.2956,-99.7494,3202
3517527805128735,Tracy,Conway,F,1990-04-25,Medical secretary,6778 Campos Field,Bonfield,IL,60913,41.1573,-88.0619,1617
213148039875802,Jill,Jacobs,F,1978-11-30,Environmental consultant,034 Kimberly Mountains,Brandon,FL,33510,27.9551,-82.2966,79613
3560246577314524,Sarah,Scott,F,1930-10-21,Textile designer,03090 Fisher Forges Apt. 200,Wichita,KS,67216,37.6223,-97.3136,409656
30510856607165,Frederick,Robinson,M,1965-04-01,Horticultural consultant,1125 Ray Track,Livonia,MI,48154,42.3958,-83.3772,96942
346208242862904,Tabitha,Reyes,F,1961-05-13,"Pharmacist, hospital",20938 Barbara Viaduct,New York City,NY,10280,40.7105,-74.0163,1577385
6539653032686894,Samuel,Short,M,1966-09-19,Soil scientist,23383 Denise Pine Apt. 099,Sacramento,CA,95842,38.6865,-121.3494,757530
3551512895305309,Erika,Anderson,F,1947-07-15,"Development worker, international aid",3786 Hale Corners,Rochester,KY,42273,37.2048,-86.8592,443
4425161475596168,Brooke,Fisher,F,1962-06-27,Drilling engineer,815 Heather Divide Apt. 965,San Angelo,TX,76905,31.4647,-100.39,103927
30373802285317,Nicholas,Osborne,M,1956-05-15,Wellsite geologist,7538 Carrie Meadow Suite 574,Claremont,CA,91711,34.1092,-117.7183,35705
4266200684857219,Joshua,Bryant,M,1956-12-13,Television/film/video producer,5452 Patricia Inlet Apt. 280,Nelson,NE,68961,40.201,-98.0684,732
4158008602445,Alicia,Miller,F,1979-12-27,Barrister,976 Hubbard Lodge,Randolph,MN,55065,44.5274,-93.0196,1201
180084695172649,Holly,Mann,F,1985-12-08,Building surveyor,7644 Joseph Fields,Nokomis,IL,62075,39.3036,-89.2853,3458
4462038234743679432,Kimberly,Bush,F,1945-11-26,Hydrogeologist,6027 Scott Meadows Suite 494,Dell City,TX,79837,31.924,-105.2099,579
2227671554547514,Angie,Jones,F,1979-10-22,"Geneticist, molecular",6970 Blake Trail,Clearwater,FL,33760,27.9004,-82.7152,172247
180017442990269,Michelle,Anderson,F,1939-06-01,"Designer, textile",28311 Dennis Trace,Albany,NY,12222,42.6853,-73.8253,151022
3512365128314616,Francisco,Kemp,M,1985-03-31,Land/geomatics surveyor,9554 Flores Drive,Arnold,MO,63010,38.4305,-90.387,35439
4279161831637,Lisa,Hendrix,F,1987-08-16,Physiotherapist,35737 Kirby Fall Suite 409,Vanderbilt,PA,15486,40.0246,-79.6955,2303
4509922033272157,Monica,West,F,1972-03-28,Neurosurgeon,22084 Smith Roads Suite 776,Hurley,SD,57036,43.2893,-97.1904,811
3565196229855512,Adriana,Harvey,F,1950-09-15,"Investment banker, corporate",715 Joy Prairie,Unionville,MO,63565,40.4815,-92.9951,3805
4972228199573984,Brian,Hogan,M,1960-04-08,Quantity surveyor,3316 Cindy Land,Lane,OK,74555,34.2691,-95.9685,861
570273151375,Peter,Edwards,M,1965-02-03,"Lecturer, higher education",96122 Steven Flat,Allentown,GA,31003,32.6064,-83.2095,112
4178097073221156,Jill,Flores,F,1981-03-29,"Horticulturist, commercial",639 Cruz Islands,Baroda,MI,49101,41.9488,-86.4913,3104
373043435942726,Vincent,Richards,M,1981-03-04,Trading standards officer,2064 Tyler Fork,Beasley,TX,77417,29.479,-95.9681,2457
4980323467523543940,Patrick,Massey,M,1947-10-27,Structural engineer,7812 Shane Shoals Apt. 607,North Haverhill,NH,3774,44.0978,-72.0191,1966
4390966588600992777,Kyle,Simmons,M,1966-06-24,Advertising copywriter,8149 Harris Divide,Oklahoma City,OK,73134,35.6174,-97.5583,640470
4651007077623147,Andrea,Lewis,F,1956-09-14,Video editor,43075 Cohen Shoals,Ashford,WA,98304,46.7531,-121.9898,759
213186334552049,Andrea,Perkins,F,1972-09-13,Chief Marketing Officer,37426 Olson Villages,Irvine,PA,16329,41.8117,-79.2643,528
30541100351706,Derrick,George,M,1990-09-12,"Education officer, museum",575 Chapman Union,Spring,TX,77379,30.0377,-95.5326,316665
4670613943676271,Bianca,Novak,F,1947-08-14,Fitness centre manager,0953 David Skyway,Cuthbert,GA,39840,31.7706,-84.7936,5726
4713464490314802,Wesley,Parker,M,1981-01-26,"Designer, industrial/product",7452 Browning Port,Mc Intosh,SD,57641,45.7084,-101.1546,295
6011252220172077,Melvin,Wright,M,2001-12-19,"Engineer, land",210 Dean Causeway Suite 130,Alton,IA,51003,42.9782,-96.0173,1700
675909898057,Christopher,Henry,M,1964-03-16,Television/film/video producer,1198 Robert Stravenue Apt. 479,Armonk,NY,10504,41.136,-73.7009,7987
3554818239968984,Cory,Thomas,M,1970-09-27,Glass blower/designer,6458 Roberson Alley,Williamsburg,MO,63388,38.8874,-91.7689,710
4570636521433188,Christine,Leblanc,F,1988-04-09,Commercial horticulturist,5097 Jodi Vista Suite 811,Deltona,FL,32725,28.8989,-81.2473,88735
3593399694467427,Douglas,Smith,M,1964-08-18,TEFL teacher,85932 Marc Throughway Apt. 080,Knowlesville,NY,14479,43.2363,-78.3138,275
6550399784335736,Harry,Mckee,M,1984-08-31,Quantity surveyor,95351 Sullivan Viaduct Apt. 239,Port Charlotte,FL,33981,26.9379,-82.2388,79008
4698163635895795,Sharon,Powell,F,1989-08-16,"Teacher, adult education",101 Carla Loop,Wendel,CA,96136,40.3406,-120.2824,104
4986925034905735,Erika,Gonzalez,F,1959-06-18,"Editor, magazine features",907 Courtney Via Apt. 896,Irvine,KY,40336,37.6858,-83.9862,13061
4396682467723,Scott,Cole,M,1960-01-16,Catering manager,646 Louis Fort Apt. 665,North Las Vegas,NV,89084,36.2815,-115.1482,214518
4306586894261180,Renee,Walls,F,1959-10-19,"Development worker, community",86542 Jessica Fords Apt. 706,Veedersburg,IN,47987,40.1186,-87.2602,4049
4806443445305,Eric,Patel,M,2001-07-10,Geochemist,69459 Rachel Prairie Apt. 850,Ironton,OH,45638,38.5294,-82.6654,21635
213186551511454,Cody,Dean,M,1951-03-31,Chief Operating Officer,737 Thomas Wall Apt. 502,West Bethel,ME,4286,44.402,-70.8601,47
4257110907449569602,Ryan,Anderson,M,2000-02-15,"Engineer, building services",254 Webster Harbor,Waukau,WI,54980,43.9886,-88.7712,149
4492677353108006,Ashlee,Long,F,1925-08-29,Comptroller,76332 Maria Squares,Phelps,NY,14532,42.9582,-77.0473,4431
3547336099599450,Larry,Garcia,M,1962-11-15,Lawyer,24809 Cross Creek,Beacon,NY,12508,41.5097,-73.9634,19880
6011732631674654,Christina,Norris,F,1963-02-26,Sales promotion account executive,5273 Joseph Isle Suite 518,Claypool,IN,46510,41.1165,-85.8686,3631
5144043920225212,Dakota,Fowler,M,2001-07-17,Tree surgeon,16220 Joseph Point Suite 096,Mountain City,TN,37683,36.4657,-81.814,13021
3548710338694745,Michael,Rivera,M,1965-08-18,"Editor, film/video",731 Watson Spring,Granbury,TX,76048,32.425,-97.7742,47119
6011826317034777,Christine,Johnson,F,2000-03-16,"Designer, multimedia",9612 Robert Light Apt. 340,Georgetown,DE,19947,38.679,-75.3932,18799
345225948700767,Christopher,Wilson,M,1940-10-27,Community pharmacist,3305 Angel Grove Apt. 465,Ashland,KY,41101,38.4722,-82.6461,40470
4243521033756702612,Jose,Jones,M,1956-03-20,Broadcast journalist,492 West Crossing,Clarion,PA,16214,41.2123,-79.3773,10127
3546436741611231,Julie,Vasquez,F,1952-11-23,Legal secretary,740 Moses Trail Suite 452,Byesville,OH,43723,39.9623,-81.5485,4984
